Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment_Score,Customer_Segment
12888,646,4,10461,1,2,2,122,5,At Risk
12889,757,2,3887,1,1,1,111,3,Lost
12890,318,4,6328,2,2,1,221,5,At Risk
12891,138,5,16132,3,2,3,323,8,Potential Loyal
12892,81,4,5372,3,2,1,321,6,Potential Loyal
12893,338,7,23001,2,4,4,244,10,Loyal / VIP
12894,140,8,19632,3,4,4,344,11,Loyal / VIP
12895,440,7,22281,1,4,4,144,9,Loyal / VIP
12896,106,5,12727,3,2,2,322,7,Potential Loyal
12897,226,7,13177,2,4,3,243,9,Loyal / VIP
12898,187,5,21344,2,2,4,224,8,Potential Loyal
12899,41,8,21094,4,4,4,444,12,Loyal / VIP
12900,337,6,24062,2,3,4,234,9,Loyal / VIP
12901,438,8,17958,1,4,4,144,9,Loyal / VIP
12902,76,9,18207,4,4,4,444,12,Loyal / VIP
12903,128,7,20412,3,4,4,344,11,Loyal / VIP
12904,295,6,16595,2,3,3,233,8,Potential Loyal
12905,285,4,7319,2,2,1,221,5,At Risk
12906,247,4,11431,2,2,2,222,6,Potential Loyal
12907,64,5,7859,4,2,1,421,7,Potential Loyal
12908,194,7,21268,2,4,4,244,10,Loyal / VIP
12909,73,8,18395,4,4,4,444,12,Loyal / VIP
12910,258,7,17084,2,4,3,243,9,Loyal / VIP
12911,8,5,13309,4,2,3,423,9,Loyal / VIP
12912,37,4,14476,4,2,3,423,9,Loyal / VIP
12913,126,9,28012,3,4,4,344,11,Loyal / VIP
12914,290,6,16130,2,3,3,233,8,Potential Loyal
12915,70,4,8761,4,2,2,422,8,Potential Loyal
12916,582,2,5521,1,1,1,111,3,Lost
12917,573,5,14564,1,2,3,123,6,Potential Loyal
12918,99,4,8335,3,2,1,321,6,Potential Loyal
12919,516,5,15536,1,2,3,123,6,Potential Loyal
12920,284,3,12993,2,1,2,212,5,At Risk
12921,47,7,25912,4,4,4,444,12,Loyal / VIP
12922,363,6,13164,2,3,3,233,8,Potential Loyal
12923,115,3,12082,3,1,2,312,6,Potential Loyal
12924,449,3,7366,1,1,1,111,3,Lost
12925,944,1,2716,1,1,1,111,3,Lost
12926,573,2,5844,1,1,1,111,3,Lost
12927,128,5,21182,3,2,4,324,9,Loyal / VIP
12928,159,4,13336,3,2,3,323,8,Potential Loyal
12929,191,7,24565,2,4,4,244,10,Loyal / VIP
12930,15,8,19817,4,4,4,444,12,Loyal / VIP
12931,196,4,15672,2,2,3,223,7,Potential Loyal
12932,46,6,22209,4,3,4,434,11,Loyal / VIP
12933,275,6,18271,2,3,4,234,9,Loyal / VIP
12934,181,4,8679,3,2,1,321,6,Potential Loyal
12935,257,4,10579,2,2,2,222,6,Potential Loyal
12936,45,6,18674,4,3,4,434,11,Loyal / VIP
12937,134,6,24785,3,3,4,334,10,Loyal / VIP
12938,45,5,12319,4,2,2,422,8,Potential Loyal
12939,104,11,29062,3,4,4,344,11,Loyal / VIP
12940,395,5,10348,1,2,2,122,5,At Risk
12941,92,3,12272,3,1,2,312,6,Potential Loyal
12942,335,4,12129,2,2,2,222,6,Potential Loyal
12943,534,4,10572,1,2,2,122,5,At Risk
12944,396,6,18368,1,3,4,134,8,Potential Loyal
12945,225,6,15397,2,3,3,233,8,Potential Loyal
12946,184,6,13890,3,3,3,333,9,Loyal / VIP
12947,136,6,16970,3,3,3,333,9,Loyal / VIP
12948,62,4,10018,4,2,2,422,8,Potential Loyal
12949,128,9,29157,3,4,4,344,11,Loyal / VIP
12950,920,2,1493,1,1,1,111,3,Lost
12951,388,5,11609,1,2,2,122,5,At Risk
12952,72,7,18338,4,4,4,444,12,Loyal / VIP
12953,472,4,13746,1,2,3,123,6,Potential Loyal
12954,431,1,1456,1,1,1,111,3,Lost
12955,274,6,22187,2,3,4,234,9,Loyal / VIP
12956,200,2,6087,2,1,1,211,4,At Risk
12957,521,6,9824,1,3,2,132,6,Potential Loyal
12958,155,5,12216,3,2,2,322,7,Potential Loyal
12959,394,4,4633,1,2,1,121,4,At Risk
12960,566,4,9083,1,2,2,122,5,At Risk
12961,132,4,10388,3,2,2,322,7,Potential Loyal
12962,57,4,6173,4,2,1,421,7,Potential Loyal
12963,9,6,8954,4,3,2,432,9,Loyal / VIP
12964,320,3,8793,2,1,2,212,5,At Risk
12965,560,3,7930,1,1,1,111,3,Lost
12966,28,5,17233,4,2,3,423,9,Loyal / VIP
12967,266,6,12208,2,3,2,232,7,Potential Loyal
12968,173,6,15769,3,3,3,333,9,Loyal / VIP
12969,265,10,25712,2,4,4,244,10,Loyal / VIP
12970,582,1,4453,1,1,1,111,3,Lost
12971,232,8,22120,2,4,4,244,10,Loyal / VIP
12972,22,3,5431,4,1,1,411,6,Potential Loyal
12973,105,2,6381,3,1,1,311,5,At Risk
12974,27,5,10622,4,2,2,422,8,Potential Loyal
12975,22,6,18905,4,3,4,434,11,Loyal / VIP
12976,482,5,11934,1,2,2,122,5,At Risk
12977,503,8,17929,1,4,4,144,9,Loyal / VIP
12978,189,8,21208,2,4,4,244,10,Loyal / VIP
12979,393,5,19366,1,2,4,124,7,Potential Loyal
12980,268,6,16551,2,3,3,233,8,Potential Loyal
12981,971,2,8360,1,1,1,111,3,Lost
12982,44,4,14139,4,2,3,423,9,Loyal / VIP
12983,170,3,6997,3,1,1,311,5,At Risk
12984,397,3,9632,1,1,2,112,4,At Risk
12985,202,2,7522,2,1,1,211,4,At Risk
12986,869,1,4051,1,1,1,111,3,Lost
12987,241,3,8828,2,1,2,212,5,At Risk
12988,379,5,12138,1,2,2,122,5,At Risk
12989,464,4,13217,1,2,3,123,6,Potential Loyal
12990,491,3,3964,1,1,1,111,3,Lost
12991,201,4,8897,2,2,2,222,6,Potential Loyal
12992,337,9,22965,2,4,4,244,10,Loyal / VIP
12993,75,3,10672,4,1,2,412,7,Potential Loyal
12994,14,6,12905,4,3,2,432,9,Loyal / VIP
12995,245,7,21565,2,4,4,244,10,Loyal / VIP
12996,220,3,4748,2,1,1,211,4,At Risk
12997,29,4,11469,4,2,2,422,8,Potential Loyal
12998,19,3,6119,4,1,1,411,6,Potential Loyal
12999,137,10,23606,3,4,4,344,11,Loyal / VIP
13000,206,8,18069,2,4,4,244,10,Loyal / VIP
13001,148,3,5837,3,1,1,311,5,At Risk
13002,46,7,25046,4,4,4,444,12,Loyal / VIP
13003,1021,1,3985,1,1,1,111,3,Lost
13004,344,4,8395,2,2,1,221,5,At Risk
13005,325,5,19378,2,2,4,224,8,Potential Loyal
13006,109,7,19326,3,4,4,344,11,Loyal / VIP
13007,495,6,13511,1,3,3,133,7,Potential Loyal
13008,91,6,14824,3,3,3,333,9,Loyal / VIP
13009,81,2,2330,3,1,1,311,5,At Risk
13010,6,3,8195,4,1,1,411,6,Potential Loyal
13011,134,5,8953,3,2,2,322,7,Potential Loyal
13012,76,6,12023,4,3,2,432,9,Loyal / VIP
13013,93,5,10730,3,2,2,322,7,Potential Loyal
13014,196,5,12869,2,2,2,222,6,Potential Loyal
13015,580,3,11629,1,1,2,112,4,At Risk
13016,298,4,12692,2,2,2,222,6,Potential Loyal
13017,21,4,5237,4,2,1,421,7,Potential Loyal
13018,111,4,7115,3,2,1,321,6,Potential Loyal
13019,341,4,12094,2,2,2,222,6,Potential Loyal
13020,97,10,18990,3,4,4,344,11,Loyal / VIP
13021,16,6,14612,4,3,3,433,10,Loyal / VIP
13022,298,2,7981,2,1,1,211,4,At Risk
13023,375,2,3105,1,1,1,111,3,Lost
13024,214,3,7177,2,1,1,211,4,At Risk
13025,1,6,14066,4,3,3,433,10,Loyal / VIP
13026,619,5,10596,1,2,2,122,5,At Risk
13027,164,5,6133,3,2,1,321,6,Potential Loyal
13028,313,7,27174,2,4,4,244,10,Loyal / VIP
13029,14,12,40615,4,4,4,444,12,Loyal / VIP
13030,56,7,15201,4,4,3,443,11,Loyal / VIP
13031,110,4,11486,3,2,2,322,7,Potential Loyal
13032,198,5,18674,2,2,4,224,8,Potential Loyal
13033,574,2,5272,1,1,1,111,3,Lost
13034,69,7,14902,4,4,3,443,11,Loyal / VIP
13035,462,4,13591,1,2,3,123,6,Potential Loyal
13036,247,2,6055,2,1,1,211,4,At Risk
13037,129,5,14064,3,2,3,323,8,Potential Loyal
13038,374,4,15281,1,2,3,123,6,Potential Loyal
13039,73,6,21194,4,3,4,434,11,Loyal / VIP
13040,31,8,27037,4,4,4,444,12,Loyal / VIP
13041,265,4,11656,2,2,2,222,6,Potential Loyal
13042,776,4,10290,1,2,2,122,5,At Risk
13043,237,9,30896,2,4,4,244,10,Loyal / VIP
13044,610,3,9782,1,1,2,112,4,At Risk
13045,228,3,7794,2,1,1,211,4,At Risk
13046,82,7,21010,3,4,4,344,11,Loyal / VIP
13047,3,6,21246,4,3,4,434,11,Loyal / VIP
13048,317,6,15307,2,3,3,233,8,Potential Loyal
13049,199,5,16648,2,2,3,223,7,Potential Loyal
13050,804,5,9119,1,2,2,122,5,At Risk
13051,563,3,10026,1,1,2,112,4,At Risk
13052,285,2,6448,2,1,1,211,4,At Risk
13053,268,6,9117,2,3,2,232,7,Potential Loyal
13054,82,4,16426,3,2,3,323,8,Potential Loyal
13055,274,6,19446,2,3,4,234,9,Loyal / VIP
13056,71,5,13282,4,2,3,423,9,Loyal / VIP
13057,104,10,35997,3,4,4,344,11,Loyal / VIP
13058,1062,2,8099,1,1,1,111,3,Lost
13059,317,6,16184,2,3,3,233,8,Potential Loyal
13060,31,4,13454,4,2,3,423,9,Loyal / VIP
13061,647,5,14747,1,2,3,123,6,Potential Loyal
13062,15,7,18822,4,4,4,444,12,Loyal / VIP
13063,125,3,5784,3,1,1,311,5,At Risk
13064,8,8,25405,4,4,4,444,12,Loyal / VIP
13065,375,6,16817,1,3,3,133,7,Potential Loyal
13066,85,2,10472,3,1,2,312,6,Potential Loyal
13067,177,9,20280,3,4,4,344,11,Loyal / VIP
13068,166,5,18135,3,2,4,324,9,Loyal / VIP
13069,130,3,7258,3,1,1,311,5,At Risk
13070,778,2,7967,1,1,1,111,3,Lost
13071,374,7,20419,1,4,4,144,9,Loyal / VIP
13072,60,5,15671,4,2,3,423,9,Loyal / VIP
13073,198,5,17215,2,2,3,223,7,Potential Loyal
13074,229,4,9324,2,2,2,222,6,Potential Loyal
13075,145,5,12926,3,2,2,322,7,Potential Loyal
13076,44,2,8240,4,1,1,411,6,Potential Loyal
13077,175,9,24073,3,4,4,344,11,Loyal / VIP
13078,743,4,8927,1,2,2,122,5,At Risk
13079,81,8,29801,3,4,4,344,11,Loyal / VIP
13080,170,7,22532,3,4,4,344,11,Loyal / VIP
13081,72,4,13321,4,2,3,423,9,Loyal / VIP
13083,815,4,7539,1,2,1,121,4,At Risk
13084,65,7,20284,4,4,4,444,12,Loyal / VIP
13085,1017,3,8383,1,1,1,111,3,Lost
13086,101,6,15071,3,3,3,333,9,Loyal / VIP
13087,25,4,11482,4,2,2,422,8,Potential Loyal
13088,40,8,28087,4,4,4,444,12,Loyal / VIP
13089,174,9,23244,3,4,4,344,11,Loyal / VIP
13090,452,5,11193,1,2,2,122,5,At Risk
13091,546,2,2208,1,1,1,111,3,Lost
13092,287,4,11034,2,2,2,222,6,Potential Loyal
13093,219,5,8859,2,2,2,222,6,Potential Loyal
13094,43,9,23783,4,4,4,444,12,Loyal / VIP
13095,9,7,22163,4,4,4,444,12,Loyal / VIP
13096,117,3,6826,3,1,1,311,5,At Risk
13097,34,6,16584,4,3,3,433,10,Loyal / VIP
13098,217,4,17438,2,2,3,223,7,Potential Loyal
13099,284,4,4524,2,2,1,221,5,At Risk
13100,134,2,5340,3,1,1,311,5,At Risk
13101,189,7,18196,2,4,4,244,10,Loyal / VIP
13102,489,2,8338,1,1,1,111,3,Lost
13103,187,7,11666,2,4,2,242,8,Potential Loyal
13104,112,3,7871,3,1,1,311,5,At Risk
13105,647,4,10125,1,2,2,122,5,At Risk
13106,40,4,9823,4,2,2,422,8,Potential Loyal
13107,90,3,7806,3,1,1,311,5,At Risk
13108,77,7,24515,4,4,4,444,12,Loyal / VIP
13109,958,2,4825,1,1,1,111,3,Lost
13111,62,5,8709,4,2,1,421,7,Potential Loyal
13112,64,3,5782,4,1,1,411,6,Potential Loyal
13113,464,4,6439,1,2,1,121,4,At Risk
13114,55,4,13924,4,2,3,423,9,Loyal / VIP
13115,126,4,12679,3,2,2,322,7,Potential Loyal
13116,57,9,30300,4,4,4,444,12,Loyal / VIP
13117,377,8,24936,1,4,4,144,9,Loyal / VIP
13118,13,7,17533,4,4,3,443,11,Loyal / VIP
13119,222,7,19049,2,4,4,244,10,Loyal / VIP
13120,956,4,10793,1,2,2,122,5,At Risk
13121,171,7,26062,3,4,4,344,11,Loyal / VIP
13122,25,8,20134,4,4,4,444,12,Loyal / VIP
13123,340,1,4888,2,1,1,211,4,At Risk
13124,152,3,3004,3,1,1,311,5,At Risk
13125,70,7,18746,4,4,4,444,12,Loyal / VIP
13126,259,3,8662,2,1,1,211,4,At Risk
13127,205,5,12002,2,2,2,222,6,Potential Loyal
13128,232,5,8201,2,2,1,221,5,At Risk
13129,794,4,15090,1,2,3,123,6,Potential Loyal
13130,1205,1,2392,1,1,1,111,3,Lost
13131,166,4,14704,3,2,3,323,8,Potential Loyal
13132,1336,1,3946,1,1,1,111,3,Lost
13133,123,6,16044,3,3,3,333,9,Loyal / VIP
13134,53,5,9771,4,2,2,422,8,Potential Loyal
13135,361,5,14776,2,2,3,223,7,Potential Loyal
13136,124,4,4980,3,2,1,321,6,Potential Loyal
13137,159,5,7397,3,2,1,321,6,Potential Loyal
13138,275,3,8131,2,1,1,211,4,At Risk
13139,7,4,8787,4,2,2,422,8,Potential Loyal
13140,26,9,16876,4,4,3,443,11,Loyal / VIP
13141,468,2,7039,1,1,1,111,3,Lost
13142,126,10,19978,3,4,4,344,11,Loyal / VIP
13143,107,4,1981,3,2,1,321,6,Potential Loyal
13144,403,5,10406,1,2,2,122,5,At Risk
13145,154,6,18128,3,3,4,334,10,Loyal / VIP
13146,509,1,3376,1,1,1,111,3,Lost
13147,122,6,15727,3,3,3,333,9,Loyal / VIP
13148,133,1,3123,3,1,1,311,5,At Risk
13149,944,1,5072,1,1,1,111,3,Lost
13150,307,2,3778,2,1,1,211,4,At Risk
13151,212,3,8689,2,1,1,211,4,At Risk
13152,250,3,2871,2,1,1,211,4,At Risk
13153,468,3,4566,1,1,1,111,3,Lost
13154,97,2,5368,3,1,1,311,5,At Risk
13155,97,6,9384,3,3,2,332,8,Potential Loyal
13156,206,5,19363,2,2,4,224,8,Potential Loyal
13157,15,5,16952,4,2,3,423,9,Loyal / VIP
13158,110,4,9814,3,2,2,322,7,Potential Loyal
13159,37,13,37017,4,4,4,444,12,Loyal / VIP
13160,321,2,6591,2,1,1,211,4,At Risk
13161,20,4,10029,4,2,2,422,8,Potential Loyal
13162,188,7,20605,2,4,4,244,10,Loyal / VIP
13163,123,4,9637,3,2,2,322,7,Potential Loyal
13164,232,6,15608,2,3,3,233,8,Potential Loyal
13165,34,6,20657,4,3,4,434,11,Loyal / VIP
13166,98,3,11513,3,1,2,312,6,Potential Loyal
13167,443,6,17642,1,3,3,133,7,Potential Loyal
13168,126,2,3499,3,1,1,311,5,At Risk
13169,37,6,17840,4,3,3,433,10,Loyal / VIP
13170,337,7,23587,2,4,4,244,10,Loyal / VIP
13171,399,3,9356,1,1,2,112,4,At Risk
13172,357,4,10308,2,2,2,222,6,Potential Loyal
13173,61,8,19541,4,4,4,444,12,Loyal / VIP
13174,56,7,17575,4,4,3,443,11,Loyal / VIP
13175,632,4,11045,1,2,2,122,5,At Risk
13176,43,4,14293,4,2,3,423,9,Loyal / VIP
13177,199,9,25885,2,4,4,244,10,Loyal / VIP
13178,219,6,16762,2,3,3,233,8,Potential Loyal
13179,93,7,14208,3,4,3,343,10,Loyal / VIP
13180,688,5,17883,1,2,3,123,6,Potential Loyal
13181,704,4,9059,1,2,2,122,5,At Risk
13182,140,7,17425,3,4,3,343,10,Loyal / VIP
13183,107,2,3014,3,1,1,311,5,At Risk
13184,296,6,18846,2,3,4,234,9,Loyal / VIP
13185,14,7,17253,4,4,3,443,11,Loyal / VIP
13186,853,2,5691,1,1,1,111,3,Lost
13188,130,3,9087,3,1,2,312,6,Potential Loyal
13189,424,5,6938,1,2,1,121,4,At Risk
13190,283,7,13197,2,4,3,243,9,Loyal / VIP
13191,61,5,12458,4,2,2,422,8,Potential Loyal
13192,124,3,2958,3,1,1,311,5,At Risk
13193,826,4,9271,1,2,2,122,5,At Risk
13194,19,7,22640,4,4,4,444,12,Loyal / VIP
13195,497,3,4865,1,1,1,111,3,Lost
13196,281,5,12018,2,2,2,222,6,Potential Loyal
13197,231,11,37545,2,4,4,244,10,Loyal / VIP
13198,484,2,1448,1,1,1,111,3,Lost
13199,576,3,5262,1,1,1,111,3,Lost
13200,271,9,20438,2,4,4,244,10,Loyal / VIP
13201,68,7,13540,4,4,3,443,11,Loyal / VIP
13202,58,6,18825,4,3,4,434,11,Loyal / VIP
13203,165,3,9702,3,1,2,312,6,Potential Loyal
13204,128,4,13196,3,2,3,323,8,Potential Loyal
13205,500,4,12916,1,2,2,122,5,At Risk
13206,83,3,9484,3,1,2,312,6,Potential Loyal
13207,121,1,2929,3,1,1,311,5,At Risk
13208,82,6,12820,3,3,2,332,8,Potential Loyal
13209,481,3,6507,1,1,1,111,3,Lost
13210,302,6,15225,2,3,3,233,8,Potential Loyal
13211,186,8,21842,3,4,4,344,11,Loyal / VIP
13212,221,3,8361,2,1,1,211,4,At Risk
13213,69,7,18903,4,4,4,444,12,Loyal / VIP
13214,125,5,21703,3,2,4,324,9,Loyal / VIP
13215,892,4,10572,1,2,2,122,5,At Risk
13216,498,6,11760,1,3,2,132,6,Potential Loyal
13217,126,6,16389,3,3,3,333,9,Loyal / VIP
13218,15,6,12345,4,3,2,432,9,Loyal / VIP
13219,136,6,11559,3,3,2,332,8,Potential Loyal
13220,483,2,7756,1,1,1,111,3,Lost
13221,11,2,8793,4,1,2,412,7,Potential Loyal
13222,108,3,9342,3,1,2,312,6,Potential Loyal
13223,386,6,15611,1,3,3,133,7,Potential Loyal
13224,197,4,9708,2,2,2,222,6,Potential Loyal
13225,208,10,27662,2,4,4,244,10,Loyal / VIP
13226,140,3,7823,3,1,1,311,5,At Risk
13227,16,4,10115,4,2,2,422,8,Potential Loyal
13228,55,10,28582,4,4,4,444,12,Loyal / VIP
13229,147,8,24806,3,4,4,344,11,Loyal / VIP
13230,29,9,24445,4,4,4,444,12,Loyal / VIP
13231,386,6,14075,1,3,3,133,7,Potential Loyal
13232,84,5,14558,3,2,3,323,8,Potential Loyal
13233,31,4,13786,4,2,3,423,9,Loyal / VIP
13234,21,7,19237,4,4,4,444,12,Loyal / VIP
13235,71,5,6260,4,2,1,421,7,Potential Loyal
13236,135,5,10775,3,2,2,322,7,Potential Loyal
13237,204,2,4969,2,1,1,211,4,At Risk
13238,338,7,14654,2,4,3,243,9,Loyal / VIP
13239,337,2,2971,2,1,1,211,4,At Risk
13240,222,6,21036,2,3,4,234,9,Loyal / VIP
13241,174,8,26651,3,4,4,344,11,Loyal / VIP
13242,423,4,9289,1,2,2,122,5,At Risk
13243,498,6,15095,1,3,3,133,7,Potential Loyal
13244,90,5,12623,3,2,2,322,7,Potential Loyal
13245,28,7,19302,4,4,4,444,12,Loyal / VIP
13246,13,10,36990,4,4,4,444,12,Loyal / VIP
13247,531,4,11048,1,2,2,122,5,At Risk
13248,328,4,13703,2,2,3,223,7,Potential Loyal
13249,32,4,13187,4,2,3,423,9,Loyal / VIP
13250,134,7,21815,3,4,4,344,11,Loyal / VIP
13251,324,6,12911,2,3,2,232,7,Potential Loyal
13252,111,5,10954,3,2,2,322,7,Potential Loyal
13253,205,9,21238,2,4,4,244,10,Loyal / VIP
13254,226,5,5908,2,2,1,221,5,At Risk
13255,389,7,12576,1,4,2,142,7,Potential Loyal
13256,33,8,17832,4,4,3,443,11,Loyal / VIP
13257,130,5,12230,3,2,2,322,7,Potential Loyal
13258,293,4,8874,2,2,2,222,6,Potential Loyal
13259,117,5,13723,3,2,3,323,8,Potential Loyal
13260,11,7,19448,4,4,4,444,12,Loyal / VIP
13261,831,3,8617,1,1,1,111,3,Lost
13262,23,5,14887,4,2,3,423,9,Loyal / VIP
13263,222,5,19402,2,2,4,224,8,Potential Loyal
13264,342,3,6203,2,1,1,211,4,At Risk
13265,406,4,9745,1,2,2,122,5,At Risk
13266,34,7,19511,4,4,4,444,12,Loyal / VIP
13267,743,2,8986,1,1,2,112,4,At Risk
13268,487,4,5805,1,2,1,121,4,At Risk
13269,396,8,21750,1,4,4,144,9,Loyal / VIP
13270,212,8,23620,2,4,4,244,10,Loyal / VIP
13271,80,6,19089,3,3,4,334,10,Loyal / VIP
13272,73,4,10192,4,2,2,422,8,Potential Loyal
13273,0,5,11887,4,2,2,422,8,Potential Loyal
13274,502,5,14145,1,2,3,123,6,Potential Loyal
13275,77,3,3247,4,1,1,411,6,Potential Loyal
13276,60,9,20847,4,4,4,444,12,Loyal / VIP
13277,606,5,12277,1,2,2,122,5,At Risk
13278,21,5,17525,4,2,3,423,9,Loyal / VIP
13279,111,4,12994,3,2,2,322,7,Potential Loyal
13280,80,9,16393,3,4,3,343,10,Loyal / VIP
13281,42,3,10981,4,1,2,412,7,Potential Loyal
13282,556,4,11546,1,2,2,122,5,At Risk
13283,525,2,3584,1,1,1,111,3,Lost
13284,245,7,17217,2,4,3,243,9,Loyal / VIP
13285,52,3,8422,4,1,1,411,6,Potential Loyal
13286,133,7,23692,3,4,4,344,11,Loyal / VIP
13287,172,4,12568,3,2,2,322,7,Potential Loyal
13288,119,6,18667,3,3,4,334,10,Loyal / VIP
13289,527,3,5974,1,1,1,111,3,Lost
13290,83,3,9790,3,1,2,312,6,Potential Loyal
13291,127,4,15619,3,2,3,323,8,Potential Loyal
13292,298,5,14648,2,2,3,223,7,Potential Loyal
13293,27,6,12955,4,3,2,432,9,Loyal / VIP
13294,19,6,20798,4,3,4,434,11,Loyal / VIP
13295,12,5,9520,4,2,2,422,8,Potential Loyal
13296,97,5,15795,3,2,3,323,8,Potential Loyal
13297,457,7,14997,1,4,3,143,8,Potential Loyal
13298,188,6,13556,2,3,3,233,8,Potential Loyal
13299,62,4,13173,4,2,3,423,9,Loyal / VIP
13300,75,6,15836,4,3,3,433,10,Loyal / VIP
13301,197,6,20200,2,3,4,234,9,Loyal / VIP
13302,84,2,4812,3,1,1,311,5,At Risk
13303,175,7,17623,3,4,3,343,10,Loyal / VIP
13304,402,6,15010,1,3,3,133,7,Potential Loyal
13305,128,7,18547,3,4,4,344,11,Loyal / VIP
13306,63,5,8832,4,2,2,422,8,Potential Loyal
13307,270,4,8485,2,2,1,221,5,At Risk
13308,239,4,11525,2,2,2,222,6,Potential Loyal
13309,155,6,16016,3,3,3,333,9,Loyal / VIP
13310,63,7,14852,4,4,3,443,11,Loyal / VIP
13311,16,10,28296,4,4,4,444,12,Loyal / VIP
13312,363,6,12875,2,3,2,232,7,Potential Loyal
13313,205,4,8083,2,2,1,221,5,At Risk
13314,288,6,21393,2,3,4,234,9,Loyal / VIP
13315,304,4,13289,2,2,3,223,7,Potential Loyal
13316,247,8,34154,2,4,4,244,10,Loyal / VIP
13317,15,6,17887,4,3,3,433,10,Loyal / VIP
13318,180,5,11366,3,2,2,322,7,Potential Loyal
13319,55,6,17119,4,3,3,433,10,Loyal / VIP
13320,74,9,28893,4,4,4,444,12,Loyal / VIP
13321,135,5,13138,3,2,3,323,8,Potential Loyal
13322,66,4,13650,4,2,3,423,9,Loyal / VIP
13323,180,7,17754,3,4,3,343,10,Loyal / VIP
13324,115,5,13378,3,2,3,323,8,Potential Loyal
13325,107,2,3435,3,1,1,311,5,At Risk
13326,120,7,19277,3,4,4,344,11,Loyal / VIP
13327,507,2,4043,1,1,1,111,3,Lost
13328,236,8,18560,2,4,4,244,10,Loyal / VIP
13329,176,8,19270,3,4,4,344,11,Loyal / VIP
13330,97,5,17894,3,2,3,323,8,Potential Loyal
13331,67,4,7810,4,2,1,421,7,Potential Loyal
13332,72,7,11778,4,4,2,442,10,Loyal / VIP
13333,52,7,19421,4,4,4,444,12,Loyal / VIP
13334,316,3,7450,2,1,1,211,4,At Risk
13335,279,4,4367,2,2,1,221,5,At Risk
13336,206,5,10381,2,2,2,222,6,Potential Loyal
13337,295,7,12183,2,4,2,242,8,Potential Loyal
13338,76,5,11203,4,2,2,422,8,Potential Loyal
13339,411,4,16528,1,2,3,123,6,Potential Loyal
13340,487,2,6182,1,1,1,111,3,Lost
13341,227,7,24837,2,4,4,244,10,Loyal / VIP
13342,353,2,5655,2,1,1,211,4,At Risk
13343,224,2,6952,2,1,1,211,4,At Risk
13344,46,7,20828,4,4,4,444,12,Loyal / VIP
13345,215,5,10373,2,2,2,222,6,Potential Loyal
13346,629,3,2608,1,1,1,111,3,Lost
13347,297,4,11581,2,2,2,222,6,Potential Loyal
13348,504,4,13979,1,2,3,123,6,Potential Loyal
13349,102,7,22072,3,4,4,344,11,Loyal / VIP
13350,157,8,18292,3,4,4,344,11,Loyal / VIP
13351,16,7,19086,4,4,4,444,12,Loyal / VIP
13352,633,1,2711,1,1,1,111,3,Lost
13353,194,5,13210,2,2,3,223,7,Potential Loyal
13354,479,2,1653,1,1,1,111,3,Lost
13355,150,5,17198,3,2,3,323,8,Potential Loyal
13356,119,6,12244,3,3,2,332,8,Potential Loyal
13357,615,4,14177,1,2,3,123,6,Potential Loyal
13358,381,6,14264,1,3,3,133,7,Potential Loyal
13359,256,1,5040,2,1,1,211,4,At Risk
13360,161,5,13257,3,2,3,323,8,Potential Loyal
13361,281,4,5589,2,2,1,221,5,At Risk
13362,45,5,9778,4,2,2,422,8,Potential Loyal
13363,2,10,32588,4,4,4,444,12,Loyal / VIP
13364,1115,3,10408,1,1,2,112,4,At Risk
13365,307,5,12709,2,2,2,222,6,Potential Loyal
13366,108,4,10814,3,2,2,322,7,Potential Loyal
13367,727,3,7649,1,1,1,111,3,Lost
13368,520,6,15631,1,3,3,133,7,Potential Loyal
13369,269,8,20684,2,4,4,244,10,Loyal / VIP
13370,130,3,4202,3,1,1,311,5,At Risk
13371,14,2,4834,4,1,1,411,6,Potential Loyal
13372,402,6,23418,1,3,4,134,8,Potential Loyal
13373,43,5,10009,4,2,2,422,8,Potential Loyal
13374,152,8,24398,3,4,4,344,11,Loyal / VIP
13375,156,6,13285,3,3,3,333,9,Loyal / VIP
13376,205,6,19385,2,3,4,234,9,Loyal / VIP
13377,1294,1,2087,1,1,1,111,3,Lost
13378,107,5,17990,3,2,4,324,9,Loyal / VIP
13379,247,4,16118,2,2,3,223,7,Potential Loyal
13380,119,8,16619,3,4,3,343,10,Loyal / VIP
13381,233,5,15821,2,2,3,223,7,Potential Loyal
13382,467,4,9194,1,2,2,122,5,At Risk
13383,11,7,21432,4,4,4,444,12,Loyal / VIP
13384,27,4,12674,4,2,2,422,8,Potential Loyal
13385,404,6,6332,1,3,1,131,5,At Risk
13386,34,9,24317,4,4,4,444,12,Loyal / VIP
13387,191,8,22732,2,4,4,244,10,Loyal / VIP
13388,127,5,16876,3,2,3,323,8,Potential Loyal
13389,19,9,25842,4,4,4,444,12,Loyal / VIP
13390,147,6,10479,3,3,2,332,8,Potential Loyal
13391,319,6,11760,2,3,2,232,7,Potential Loyal
13392,21,6,17473,4,3,3,433,10,Loyal / VIP
13393,528,1,2903,1,1,1,111,3,Lost
13394,281,7,22251,2,4,4,244,10,Loyal / VIP
13395,1189,1,2825,1,1,1,111,3,Lost
13396,7,8,23919,4,4,4,444,12,Loyal / VIP
13397,37,7,17073,4,4,3,443,11,Loyal / VIP
